,1stFlrSF,2ndFlrSF,BedroomAbvGr,BsmtFinSF1,BsmtUnfSF,EnclosedPorch,GarageArea,GarageYrBlt,GrLivArea,LotArea,LotFrontage,MasVnrArea,OpenPorchSF,OverallCond,OverallQual,TotalBsmtSF,WoodDeckSF,YearBuilt,YearRemodAdd,BsmtExposure_No,BsmtExposure_Yes,BsmtFinType1_BLQ,BsmtFinType1_GLQ,BsmtFinType1_LwQ,BsmtFinType1_Unf,GarageFinish_Fin,GarageFinish_RFn,GarageFinish_Unf,KitchenQual_Fa,KitchenQual_Gd,KitchenQual_TA,SalePrice
918,912,1215.0,4.0,48,422,25.330882352941178,833,1991.0,2127,13125,103.0,0.0,192,5,7,1104,103.74193548387096,1991,1991,0,1,1,0,0,0,0,1,0,0,1,0,238000
291,936,780.0,0.0,210,570,25.330882352941178,0,1978.5061638868744,1716,5687,55.0,0.0,184,6,5,780,103.74193548387096,1912,2000,1,0,0,0,0,1,1,0,0,1,0,0,135900
819,1358,348.5240174672489,2.8692138133725202,733,625,0.0,484,2010.0,1358,6371,44.0,128.0,35,5,7,1358,103.74193548387096,2009,2010,0,1,0,0,0,1,0,1,0,0,1,0,224000
573,774,656.0,3.0,0,384,25.330882352941178,400,2000.0,1430,9967,76.0,0.0,0,5,7,384,103.74193548387096,2000,2000,1,0,0,0,0,1,0,1,0,0,0,1,170000
1454,1221,0.0,2.0,410,811,0.0,400,2004.0,1221,7500,62.0,0.0,113,5,7,1221,103.74193548387096,2004,2005,1,0,0,1,0,0,0,1,0,0,1,0,185000
549,912,1182.0,4.0,0,912,25.330882352941178,615,2003.0,2094,9375,75.0,0.0,182,5,7,912,103.74193548387096,2003,2004,1,0,0,0,0,1,1,0,0,0,1,0,263000
462,864,0.0,3.0,553,0,25.330882352941178,360,1965.0,864,8281,60.0,0.0,0,5,5,864,103.74193548387096,1965,1965,1,0,0,0,1,0,0,0,1,0,0,1,62383
129,1053,348.5240174672489,3.0,567,413,25.330882352941178,750,1998.0,1053,8973,69.0,85.0,80,7,5,1008,103.74193548387096,1958,1991,1,0,0,0,1,0,0,1,0,1,0,0,150000
845,1701,0.0,3.0,0,0,25.330882352941178,611,1975.0,1701,16647,70.04995836802665,0.0,0,5,5,1390,103.74193548387096,1975,1981,0,1,1,0,0,0,1,0,0,0,0,1,171000
331,1056,0.0,3.0,846,210,0.0,308,1958.0,1056,8176,70.0,0.0,0,6,5,1056,103.74193548387096,1958,1992,1,0,0,0,1,0,0,1,0,0,0,1,139000
323,1163,0.0,3.0,256,906,25.330882352941178,220,1955.0,1163,5820,49.0,0.0,98,8,3,1162,103.74193548387096,1955,2005,1,0,1,0,0,0,0,0,1,0,0,1,126175
650,822,843.0,3.0,0,813,25.330882352941178,562,2007.0,1665,8125,65.0,103.68526170798899,0,6,7,813,103.74193548387096,2007,2007,1,0,0,0,0,1,0,1,0,0,1,0,205950
439,684,512.0,3.0,0,684,25.330882352941178,528,2005.0,1196,12354,67.0,0.0,46,8,6,684,103.74193548387096,1920,2000,0,1,0,0,0,1,0,0,1,0,1,0,110000
798,0,1174.0,4.0,0,1926,25.330882352941178,820,2009.0,0,13518,104.0,860.0,78,5,9,0,103.74193548387096,2008,2009,1,0,0,0,0,1,1,0,0,1,0,0,485000
